PMID,Title,publication_date
33200953,Racial and Ethnic Differences in Presentation and Outcomes for Patients Hospitalized with COVID-19: Findings from the American Heart Association's COVID-19 Cardiovascular Disease Registry,11/18/2020
33200947,Association of Body Mass Index and Age With Morbidity and Mortality in Patients Hospitalized With COVID-19: Results From the American Heart Association COVID-19 Cardiovascular Disease Registry,11/18/2020
33199570,Increasing Traumatic Brain Injury Incidence during COVID-19 Pandemic in the Emergency Department of Cipto Mangunkusumo National General Hospital-A National Referral Hospital in Indonesia,11/18/2020
33199190,"Short-Term Precision Error of Bone Strain Index, a New DXA-Based Finite Element Analysis Software for Assessing Hip Strength",11/18/2020
33199079,Outcomes of Cricothyroid Visor Maneuver (CVM) for Treatment of Vocal Polyp: A Case Report,11/18/2020
33198573,Choice and management of vascular access in the context of COVID-19 outbreak in Italy: Recommendations from clinical practice,11/18/2020
33197368,Telemedicine for Acute Conditions During COVID-19: A Nationwide Survey Using Crowdsourcing,11/17/2020
33197346,Antibody tests have higher sensitivity at ≥15 days after symptom onset and 99% specificity for detecting SARS-CoV-2,11/17/2020
33197343,The Role of Medical Students During the COVID-19 Pandemic,11/17/2020
33197342,The Role of Medical Students During the COVID-19 Pandemic,11/17/2020
33197336,"Ventilation Techniques and Risk for Transmission of Coronavirus Disease, Including COVID-19",11/17/2020
33197335,"Ventilation Techniques and Risk for Transmission of Coronavirus Disease, Including COVID-19",11/17/2020
33196800,Factors Affecting Children's Mental Health During the Coronavirus Disease 2019 Pandemic,11/17/2020
33196787,Factors Affecting Children's Mental Health During the Coronavirus Disease 2019 Epidemic-Reply,11/17/2020
33196762,"COVID-19, Decarceration, and the Role of Clinicians, Health Systems, and Payers: A Report From the National Academy of Sciences, Engineering, and Medicine",11/17/2020
33196750,Therapies for Psoriasis: Clinical and Economic Comparisons,11/17/2020
33196736,Revisiting Handwashing - As It Is Absolutely Essential,11/17/2020
33196625,Identification of Patient Characteristics Associated With SARS-CoV-2 Infection and Outcome in Kidney Transplant Patients Using Serological Screening,11/17/2020
33196624,Mortality Rates in Transplant Recipients and Transplantation Candidates in a High-prevalence COVID-19 Environment,11/17/2020
33196612,"""Talk-Through Walk-Through""-A Simulation Approach Adapted During Preparation for COVID-19",11/17/2020
33196593,Diagnostic Yield of Computed Tomography for the Identification of Coronavirus Disease 2019 Using Repeated Reverse Transcriptase Polymerase Chain Reaction Testing or Confirmed True-Negative State as Reference Standard: Systematic Review and Meta-Analysis,11/17/2020
33196527,"Cardiopulmonary Resuscitation in Coronavirus Disease 2019: Rebalancing Risk, Reward, and Autonomy",11/17/2020
33196503,What's Important: Reopening Lessons from the Big Leagues' Experiences with COVID-19,11/17/2020
33196491,A Crucial Moment for Reflection on the Importance of Ethical Leadership in Academic Medicine,11/17/2020
33196478,In Response,11/17/2020
33196381,"A Pandemic Refocuses Bioethics on ""The Big Questions""",11/17/2020
33196374,Emerging 2019 Novel Coronavirus (2019-nCoV) Pneumonia,11/17/2020
33196330,Application of the Principles of Biomedical Ethics to the Labor and Delivery Unit During the COVID-19 Pandemic,11/17/2020
33196329,Viewing the COVID-19 Pandemic Through a Sex and Gender Lens,11/17/2020
33196320,Sports Medicine Considerations During the COVID-19 Pandemic,11/17/2020
33196283,Effective prevention and management of COVID-19 in outpatient hemodialysis patients,11/17/2020
33196279,Medical home visit programs during COVID-19 state of emergency,11/17/2020
33196278,Ensuring access to health care by FQHCs as states reopen amid COVID-19,11/17/2020
33196159,COVID-19 and Body Iron: A Survey on Phenomenological and Genetic Correlations,11/17/2020
33196120,Duration of SARS-CoV-2 detection in Israel Defense Forces soldiers with mild COVID-19,11/17/2020
33191787,Efficiency and Accuracy of Robotic Surgical Performance Decayed Among Urologists During COVID-19 Shutdown,11/17/2020
33190493,Revealing the Inhibition Mechanism of RNA-Dependent RNA Polymerase (RdRp) of SARS-CoV-2 by Remdesivir and Nucleotide Analogues: A Molecular Dynamics Simulation Study,11/17/2020
33190243,Progress report on new antiepileptic drugs: A summary of the Fifteenth Eilat Conference on New Antiepileptic Drugs and Devices (EILAT XV). I. Drugs in preclinical and early clinical development,11/16/2020
33189927,Myelin quantification with MRI: A systematic review of accuracy and reproducibility,11/16/2020
33189363,Introduction,11/16/2020
33188855,"Attachments: The Colliding Worlds of Telepsychiatry, Social Media, and COVID-19",11/15/2020
33187560,Aeromedical Research and COVID-19,11/15/2020
33186912,Letters to the Editor. Philosophical underpinnings of neurosurgical decision-making in the time of the coronavirus pandemic,11/14/2020
33186710,Lessons From the 1918 Flu Pandemic: A Novel Etiologic Subtype of ADHD?,11/14/2020
33186681,Evaluating the effect of automated hand hygiene technology on compliance and C. difficile rates in a long-term acute care hospital,11/14/2020
33186507,"Taking Language Samples Home: Feasibility, Reliability, and Validity of Child Language Samples Conducted Remotely With Video Chat Versus In-Person",11/14/2020
33186428,"Lack of knowledge about surgical smoke, masks, and respirators among US dermatology residents and fellows in the era of COVID-19",11/14/2020
33186272,Telemedicine in the Evaluation and Management of Neurosurgical Spine Patients: Questionnaire Assessment of 346 Consecutive Patients,11/14/2020
33186264,Cerebral Venous Sinus Thrombosis in the COVID-19 Pandemic,11/14/2020
33186261,PRACTITIONER APPLICATION: Rapid Systemwide Implementation of Outpatient Telehealth in Response to the COVID-19 Pandemic,11/14/2020
33186240,Type 2 myocardial infarction in patients with coronavirus disease 2019,11/14/2020
33186239,Characteristics and hospital course of patients admitted for acute cardiovascular diseases during the coronavirus disease-19 outbreak,11/14/2020
33186236,Evaluation of P-wave dispersion in patients with newly diagnosed coronavirus disease 2019,11/14/2020
33186231,Structural basis of severe acute respiratory syndrome coronavirus 2 infection,11/14/2020
33186190,Comparison of Virtual Simulation to Clinical Practice for Prelicensure Nursing Students in Pediatrics,11/14/2020
33186186,"Coronavirus disease 2019 and asthma, allergic rhinitis: molecular mechanisms and host-environmental interactions",11/14/2020
33186179,Cross-sectional Imaging Manifestations of Extrapulmonary Involvement in COVID-19 Disease,11/14/2020
33186172,The Efficacy of Chest Computed Tomography in Pediatric Patients With Suspected COVID-19,11/14/2020
33186142,COVID-19 and Physician Mothers,11/14/2020
33186138,Survival From Severe Coronavirus Disease 2019: Is It Changing?,11/14/2020
33186137,Coronavirus Disease 2019 Acute Respiratory Failure: Almitrine Drug Resuscitation or Resuscitating Patients by Almitrine?,11/14/2020
33186136,De Novo Renal Failure and Clinical Outcomes of Patients With Critical Coronavirus Disease 2019,11/14/2020
33186091,Health Information Sources and the Influenza Vaccination: The Mediating Roles of Perceived Vaccine Efficacy and Safety,11/14/2020
33186086,Complicating Infections Associated with Common Endemic Human Respiratory Coronaviruses,11/14/2020
33186016,PRIMoRDiA: A Software to Explore Reactivity and Electronic Structure in Large Biomolecules,11/14/2020
33185989,Migrant Workers' Needs and Perceptions While Lodged in a Shelter Home in India During the COVID-19 Pandemic,11/14/2020
33185926,SARS-CoV-2-mediated immune system activation and potential application in immunotherapy,11/14/2020
33185688,The Need for More and Better Testing for COVID-19,11/14/2020
33185657,Hospital-Acquired SARS-CoV-2 Infection: Lessons for Public Health,11/14/2020
33185488,How Adolescents Use Social Media to Cope with Feelings of Loneliness and Anxiety During COVID-19 Lockdown,11/14/2020
33185405,Autologous Epidural Blood Patch in a Coronavirus Disease 2019-Positive Patient: Ethical Issues,11/14/2020
33185399,In Response: Navigating Through the Unchartered Waters of the COVID-19 Pandemic with Agility: Comments and Solutions,11/14/2020
33185398,Navigating Through the Unchartered Waters of the COVID-19 Pandemic with Agility: Comments and Solutions,11/14/2020
33185016,Nonsteroidal Antiinflammatory Drugs and Susceptibility to COVID-19,11/14/2020
33184910,Principles of approach to suspected or infected patients related Covid-19 in newborn intensive care unit and pediatric intensive care unit,11/14/2020
33184509,Characterization of pre-existing and induced SARS-CoV-2-specific CD8(+) T cells,11/14/2020
33184193,Enhancing host cell infection by SARS-CoV-2,11/14/2020
33184192,What's next for COVID-19 apps? Governance and oversight,11/14/2020
33184189,Pandemic dooms Danish mink-and mink research,11/14/2020
33184188,India's COVID-19 teacher,11/14/2020
33184186,"To tackle pandemic, Biden must overcome distrust and division",11/14/2020
33184184,Effective vaccine offers shot of hope for pandemic,11/14/2020
33184182,The disease of distrust,11/14/2020
33184170,MIS-C and Cardiac Conduction Abnormalities,11/14/2020
33184055,Extraction-Free Methods for the Detection of SARS-CoV-2 by Reverse Transcription-PCR: a Comparison with the Cepheid Xpert Xpress SARS-CoV-2 Assay across Two Medical Centers,11/14/2020
33183926,Job Insecurity and Symptoms of Anxiety and Depression Among U.S. Young Adults During COVID-19,11/14/2020
33183925,Taking Action to Prevent Violence Against Adolescents in the Time of COVID-19,11/14/2020
33181860,Should Deep Brain Stimulation Programs Be Halted During the COVID-19 Pandemic? Balancing the Risk of COVID-19 Infection Against the Survival Benefits of DBS,11/13/2020
33181787,Viral Meningitis Associated With COVID-19 in a 9-year-old Child: A Case Report,11/13/2020
33181785,"Dried Blood Spot as an Alternative to Plasma/Serum for SARS-CoV-2 IgG Detection, an Opportunity to Be Sized to Facilitate COVID-19 Surveillance Among Schoolchildren",11/13/2020
33181783,Fatal SARS-CoV-2 Inflammatory Syndrome and Myocarditis in an Adolescent: A Case Report,11/13/2020
33181608,Death and Grieving for Family Caregivers of Loved Ones With Life-Limiting Illnesses in the Era of COVID-19: Considerations for Case Managers,11/13/2020
33181603,Achieving American Nurses Credentialing Center Magnet® Designation With a Virtual Site Visit,11/13/2020
33181597,An Executive Strategy to Support Long-Term Clinician Engagement Amid the COVID-19 Pandemic,11/13/2020
33181590,Inflammatory Response and Phenotyping in Severe Acute Respiratory Infection From the Middle East Respiratory Syndrome Coronavirus and Other Etiologies,11/13/2020
33181585,COVID-19 in Pediatric Cancer Patients: How Concerned We Should Be? Lessons Learned From a Single Center in Middle East,11/13/2020
33181531,Muscle Strength and Physical Performance in Patients Without Previous Disabilities Recovering From COVID-19 Pneumonia,11/13/2020
33181530,The COVID-19 Pandemic Is an Accelerator of the Evolution of Physiatry,11/13/2020
33181523,Science Literacy in the Age of (Dis)Information: A Public Health Concern,11/13/2020
33181522,Intergenerational Benefits of Student Volunteerism in Medical Education,11/13/2020
33181378,Perception of Neurosurgery Residents and Attendings on Online Webinars During COVID-19 Pandemic and Implications on Future Education,11/13/2020
33181144,Russelioside B; A pregnane glycoside for treatment of gastric ulcer via modulation of heat shock protein-70 and vascular endothelial growth factor,11/13/2020
33181062,A Retrospective Analysis of the Trends in Acute Appendicitis During the COVID-19 Pandemic,11/13/2020
33181057,"Type I IFNs: A Blessing in Disguise or Partner in Crime in MERS-CoV-, SARS-CoV-, and SARS-CoV-2-Induced Pathology and Potential Use of Type I IFNs in Synergism with IFN-γ as a Novel Antiviral Approach Against COVID-19",11/13/2020
33181055,COVID-19: Way Forward With Serosurveillance Without Overemphasizing Neutralizing Antibodies,11/13/2020
33181051,"A Commentary on the Review Entitled, ""A Scoping Review of the Human Milk Microbiome"" by Groer et al",11/13/2020
33181021,The Importance of Biobanking for Response to Pandemics Caused by Emerging Viruses: The European Virus Archive As an Observatory of the Global Response to the Zika Virus and COVID-19 Crisis,11/13/2020
33180961,Forty-Fourth ASPEN Presidential Address: The 2020 Overture-A New Tune for the Future,11/13/2020
